school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,failures,paid,absences,G1,G2,G3,alc_use,high_use,family.quality,in.class.performance,off.class.performance,social,probability,prediction,random.guess,prediction.guess
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,3,0,yes,6,8,9,9,1,FALSE,5,6,Moderate to long study,Infrequent,0.09586613215679075,FALSE,0.42240001377649605,FALSE
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,no,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,0,no,3,14,16,16,1,FALSE,5,3,Moderate to long study,Infrequent,0.10405001129387842,FALSE,0.7522426878567785,TRUE
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,no,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,0,yes,7,11,12,12,4,TRUE,1,7,Moderate to long study,Frequent,0.883090631447261,TRUE,0.6868381083477288,TRUE
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,no,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,0,yes,3,14,15,15,1,FALSE,5,3,Moderate to long study,Frequent,0.191564094062147,FALSE,0.2738151110243052,FALSE
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,0,no,5,16,16,16,1,FALSE,5,5,Light study,Infrequent,0.19314274532632483,FALSE,0.4773398854304105,FALSE
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,yes,yes,yes,yes,yes,yes,no,4,1,2,1,1,2,0,no,2,9,10,10,1,FALSE,4,2,Moderate to long study,Infrequent,0.1066407586916358,FALSE,0.5533097393345088,TRUE
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,yes,no,yes,yes,yes,yes,no,3,1,2,1,1,5,1,no,9,9,12,12,1,FALSE,3,9,Moderate to long study,Infrequent,0.22794480943479908,FALSE,0.06878246110863984,FALSE
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,0,no,10,18,18,18,1,FALSE,3,10,Light study,Infrequent,0.40496769563724666,FALSE,0.0182651502545923,FALSE
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,0,no,6,10,9,10,1,FALSE,5,6,Moderate to long study,Infrequent,0.1258283801153427,FALSE,0.4068610065151006,FALSE
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,no,yes,yes,yes,yes,yes,no,5,4,4,1,2,5,0,no,4,16,14,15,1.5,FALSE,5,4,Moderate to long study,Frequent,0.6066072612291619,TRUE,0.4279808329883963,FALSE
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,no,yes,yes,yes,yes,no,no,4,4,3,1,1,2,0,no,3,14,14,15,1,FALSE,4,3,Moderate to long study,Infrequent,0.14070608774780288,FALSE,0.23265174613334239,FALSE
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,no,3,14,14,14,1,FALSE,5,3,Light study,Infrequent,0.17181465584798838,FALSE,0.45675421180203557,FALSE
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,no,yes,yes,yes,yes,yes,no,5,2,4,1,4,5,1,no,17,10,9,10,2.5,TRUE,5,17,Moderate to long study,Frequent,0.7962866468418532,TRUE,0.35460969619452953,FALSE
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,0,no,4,14,13,14,1.5,FALSE,3,4,Light study,Infrequent,0.30701352912795776,FALSE,0.5419720937497914,TRUE
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,no,1,15,14,14,1.5,FALSE,3,1,Moderate to long study,Infrequent,0.1427828669391794,FALSE,0.5765338093042374,TRUE
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,no,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,0,yes,6,15,14,14,1.5,FALSE,5,6,Moderate to long study,Frequent,0.6401871542381258,TRUE,0.6702622009906918,TRUE
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,no,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,0,yes,2,14,12,13,1.5,FALSE,4,2,Moderate to long study,Infrequent,0.1066407586916358,FALSE,0.6184927755966783,TRUE
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,no,yes,yes,yes,yes,yes,no,3,4,4,1,4,5,0,no,11,13,12,13,2.5,TRUE,3,11,Light study,Frequent,0.9003641859899355,TRUE,0.9522083080373704,TRUE
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,yes,0,10,9,10,1,FALSE,5,0,Moderate to long study,Frequent,0.16049709622270905,FALSE,0.7504832737613469,TRUE
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,yes,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,no,1,11,11,10,2.5,TRUE,5,1,Light study,Frequent,0.6896771233512413,TRUE,0.6558919597882777,TRUE
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,yes,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,no,0,8,10,11,1,FALSE,5,0,Moderate to long study,Infrequent,0.06456525715389917,FALSE,0.898685394320637,TRUE
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,no,yes,no,no,no,no,no,3,4,2,1,1,5,2,no,1,8,9,10,1,FALSE,3,1,Moderate to long study,Infrequent,0.1427828669391794,FALSE,0.002146616578102112,FALSE
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,0,yes,8,16,16,16,3.5,TRUE,3,8,Light study,Frequent,0.8793853582276168,TRUE,0.5067919553257525,TRUE
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,1,no,0,11,6,6,2,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.6826414579991251,TRUE
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,no,yes,yes,no,yes,yes,yes,4,3,3,1,2,4,0,no,3,10,6,6,1.5,FALSE,4,3,Light study,Infrequent,0.18636890211211993,FALSE,0.7771880710497499,TRUE
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,no,yes,no,yes,yes,yes,yes,3,4,4,1,3,5,0,no,7,12,12,12,2,FALSE,3,7,Light study,Frequent,0.5587121944028259,TRUE,0.07880060374736786,FALSE
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,0,no,14,14,12,12,2.5,TRUE,3,14,Light study,Infrequent,0.42996310691355677,FALSE,0.31958125438541174,FALSE
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,no,yes,no,yes,yes,no,yes,5,3,3,1,1,5,0,no,1,10,6,6,1,FALSE,5,1,Moderate to long study,Infrequent,0.09144511394976292,FALSE,0.7612035688944161,TRUE
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,no,2,12,7,8,1,FALSE,4,2,Moderate to long study,Infrequent,0.1066407586916358,FALSE,0.3641700150910765,FALSE
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,no,1,10,4,5,3,TRUE,5,1,Moderate to long study,Frequent,0.5543884449297708,TRUE,0.7782851494848728,TRUE
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,no,yes,yes,no,yes,yes,yes,4,3,2,1,1,5,1,no,2,6,4,5,1,FALSE,4,2,Light study,Infrequent,0.17576168026145486,FALSE,0.07085500052198768,FALSE
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,2,no,0,12,11,11,2,FALSE,4,0,Moderate to long study,Frequent,0.6202104140113653,TRUE,0.5989688895642757,TRUE
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,no,3,14,15,14,1,FALSE,4,3,Light study,Infrequent,0.18636890211211993,FALSE,0.07612285041250288,FALSE
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,yes,yes,no,yes,yes,yes,no,2,2,2,1,1,3,0,no,3,8,10,6,1,FALSE,2,3,Moderate to long study,Infrequent,0.24558722249085013,FALSE,0.4443615609779954,FALSE
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,no,yes,yes,yes,yes,yes,no,2,3,3,2,2,2,1,no,6,10,10,10,2,FALSE,2,6,Light study,Infrequent,0.4188636175710383,FALSE,0.2863241492304951,FALSE
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,no,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,0,yes,2,11,12,12,1,FALSE,4,2,Moderate to long study,Infrequent,0.1066407586916358,FALSE,0.8263718467205763,TRUE
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,0,no,3,12,12,12,3,TRUE,3,3,Light study,Frequent,0.4874352351050238,FALSE,0.5680200825445354,TRUE
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,no,yes,no,yes,yes,yes,no,5,4,5,1,2,5,2,no,11,7,4,3,1.5,FALSE,5,11,Light study,Frequent,0.8196720767298658,TRUE,0.22940986114554107,FALSE
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,no,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,yes,0,10,12,12,1.5,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.893721918342635,TRUE
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,no,yes,no,yes,yes,yes,no,3,3,2,1,1,3,2,no,1,8,9,6,1,FALSE,3,1,Moderate to long study,Infrequent,0.1427828669391794,FALSE,0.37525142543017864,FALSE
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,no,yes,no,no,yes,yes,no,4,3,2,1,1,5,0,yes,4,12,12,12,1,FALSE,4,4,Moderate to long study,Infrequent,0.12106114611953424,FALSE,0.16764005878940225,FALSE
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,no,yes,no,yes,no,yes,yes,3,3,2,2,1,5,0,no,8,8,8,4,1.5,FALSE,3,8,Light study,Infrequent,0.371004054790043,FALSE,0.2882413628976792,FALSE
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,2,no,0,10,10,10,3.5,TRUE,4,0,Light study,Frequent,0.7447174078580373,TRUE,0.8886309606023133,TRUE
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,2,no,0,8,7,0,3.5,TRUE,2,0,Light study,Frequent,0.8529319022817734,TRUE,0.9093850692734122,TRUE
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,1,no,6,10,12,12,4,TRUE,4,6,Light study,Frequent,0.8175661172865988,TRUE,0.55339650134556,TRUE
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,no,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,1,yes,5,12,12,12,2.5,TRUE,4,5,Moderate to long study,Infrequent,0.1288833835874526,FALSE,0.013459391193464398,FALSE
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,no,yes,no,yes,no,yes,yes,4,5,4,1,1,4,2,no,3,8,4,6,1,FALSE,4,3,Light study,Frequent,0.7833487063451836,TRUE,0.8121997027192265,TRUE
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,yes,yes,no,yes,yes,no,yes,4,2,1,1,1,4,0,no,0,12,12,12,1,FALSE,4,0,Light study,Infrequent,0.15598187638140584,FALSE,0.5917543929535896,TRUE
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,yes,no,yes,yes,yes,no,no,4,4,4,1,1,1,0,yes,1,9,8,8,1,FALSE,4,1,Moderate to long study,Frequent,0.6369135866278804,TRUE,0.6348618178162724,TRUE
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,no,no,no,yes,yes,no,no,2,2,2,3,3,5,2,no,11,12,10,12,3,TRUE,2,11,Light study,Infrequent,0.5075790340679437,TRUE,0.8587938104756176,TRUE
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,no,yes,yes,no,yes,no,no,5,2,5,1,5,4,3,no,6,10,9,10,3,TRUE,5,6,Light study,Frequent,0.34411003826881864,FALSE,0.20920633268542588,FALSE
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,no,no,no,no,yes,no,no,4,2,2,1,2,3,0,no,3,14,12,13,1.5,FALSE,4,3,Light study,Infrequent,0.2263135052628136,FALSE,0.7320472002029419,TRUE
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,no,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,1,yes,2,10,11,6,4,TRUE,4,2,Moderate to long study,Frequent,0.6532928090231583,TRUE,0.6884058124851435,TRUE
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,2,no,4,8,7,4,2,FALSE,3,4,Light study,Infrequent,0.30701352912795776,FALSE,0.11892592743970454,FALSE
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,2,no,0,6,8,8,3,TRUE,5,0,Moderate to long study,Frequent,0.5366507136105556,TRUE,0.7165263786446303,TRUE
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,no,2,10,10,10,3,TRUE,4,2,Moderate to long study,Frequent,0.6532928090231583,TRUE,0.35840489342808723,FALSE
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,yes,0,16,16,17,1,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.9431052636355162,TRUE
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,no,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,yes,0,9,10,6,1,FALSE,5,0,Moderate to long study,Frequent,0.16049709622270905,FALSE,0.3755858044605702,FALSE
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,no,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,yes,0,15,15,16,1,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.37573763192631304,FALSE
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,no,yes,yes,no,yes,yes,no,3,4,5,2,4,2,2,no,2,8,7,5,3,TRUE,3,2,Light study,Frequent,0.8259673411825302,TRUE,0.8360694975126535,TRUE
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,yes,1,14,16,17,1,FALSE,4,1,Moderate to long study,Infrequent,0.12427652934291523,FALSE,0.08964071702212095,FALSE
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,no,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,yes,0,12,10,10,2,FALSE,4,0,Moderate to long study,Frequent,0.6202104140113653,TRUE,0.08549775741994381,FALSE
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,2,no,0,11,10,6,1,FALSE,4,0,Moderate to long study,Frequent,0.22273033559822802,FALSE,0.590424618916586,TRUE
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,0,yes,2,12,12,12,1,FALSE,4,2,Moderate to long study,Frequent,0.24848248696604014,FALSE,0.14078814955428243,FALSE
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,yes,2,10,10,10,4,TRUE,4,2,Moderate to long study,Frequent,0.6532928090231583,TRUE,0.7668294294271618,TRUE
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,yes,1,13,12,12,2.5,TRUE,3,1,Moderate to long study,Frequent,0.31570835744800785,FALSE,0.930054345401004,TRUE
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,0,no,4,8,7,8,2.5,TRUE,4,4,Moderate to long study,Frequent,0.6849572885425184,TRUE,0.8921757109928876,TRUE
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,no,yes,yes,yes,yes,yes,yes,4,3,3,3,4,3,0,no,9,10,8,10,3.5,TRUE,4,9,Light study,Infrequent,0.3100393691440219,FALSE,0.12956218281760812,FALSE
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,no,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,0,no,4,10,10,12,1,FALSE,5,4,Moderate to long study,Infrequent,0.11091179301171494,FALSE,0.6768050550017506,TRUE
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,0,yes,7,10,9,10,2.5,TRUE,3,7,Moderate to long study,Infrequent,0.23511408968891062,FALSE,0.5714201806113124,TRUE
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,yes,1,12,12,12,1.5,FALSE,4,1,Moderate to long study,Infrequent,0.12427652934291523,FALSE,0.11085627367720008,FALSE
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,no,yes,yes,yes,yes,no,no,5,4,2,2,3,5,0,no,0,16,18,17,2.5,TRUE,5,0,Moderate to long study,Infrequent,0.06456525715389917,FALSE,0.5937983416952193,TRUE
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,no,yes,yes,yes,yes,yes,yes,5,3,3,2,3,1,0,no,44,12,11,11,2.5,TRUE,5,44,Moderate to long study,Infrequent,0.616552398498161,TRUE,0.5775564673822373,TRUE
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,no,yes,no,yes,yes,yes,no,1,2,2,1,2,1,0,yes,11,13,14,14,1.5,FALSE,1,11,Moderate to long study,Infrequent,0.43353763300451226,FALSE,0.5639537971001118,TRUE
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,no,yes,yes,yes,yes,yes,yes,4,3,4,2,3,4,0,no,9,12,12,12,2.5,TRUE,4,9,Moderate to long study,Frequent,0.7566512441159391,TRUE,0.5802170988172293,TRUE
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,no,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,yes,1,10,10,11,1.5,FALSE,3,1,Light study,Infrequent,0.2633218990233743,FALSE,0.6412376489024609,TRUE
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,yes,0,14,14,16,1.5,FALSE,4,0,Moderate to long study,Infrequent,0.11669643689269424,FALSE,0.021520195994526148,FALSE
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,no,yes,no,no,yes,yes,yes,3,3,3,1,3,3,0,no,8,10,10,12,2,FALSE,3,8,Moderate to long study,Infrequent,0.21559831603569368,FALSE,0.5482490418944508,TRUE
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,no,no,no,yes,yes,no,no,3,1,3,1,5,3,0,no,5,8,9,10,3,TRUE,3,5,Moderate to long study,Infrequent,0.2103595969992431,FALSE,0.9312313902191818,TRUE
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,0,no,8,12,12,13,1,FALSE,4,8,Moderate to long study,Infrequent,0.15496055166288572,FALSE,0.4310720581561327,FALSE
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,no,0,10,10,10,1,FALSE,5,0,Moderate to long study,Infrequent,0.06456525715389917,FALSE,0.5127889777068049,TRUE
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,0,yes,14,8,10,10,4.5,TRUE,4,14,Moderate to long study,Frequent,0.8164030601726192,TRUE,0.7737153866328299,TRUE
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,no,yes,yes,yes,yes,yes,no,4,3,2,3,4,5,0,no,4,10,10,10,3.5,TRUE,4,4,Light study,Infrequent,0.2390865851688461,FALSE,0.5062992866151035,TRUE
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,no,0,13,13,13,1,FALSE,5,0,Light study,Infrequent,0.14338247749095603,FALSE,0.5193925241474062,TRUE
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,no,4,14,15,16,1,FALSE,4,4,Moderate to long study,Infrequent,0.12106114611953424,FALSE,0.68185268715023994,TRUE
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,0,no,4,15,14,15,1.5,FALSE,5,4,Light study,Infrequent,0.18223634056857094,FALSE,0.05658205971121788,FALSE
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,no,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,0,yes,12,10,10,11,4,TRUE,3,12,Light study,Frequent,0.9066016403044413,TRUE,0.7690553590655327,TRUE
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,no,yes,no,yes,yes,yes,no,4,2,4,2,3,2,1,no,27,16,16,17,2.5,TRUE,4,27,Light study,Frequent,0.7794154064073286,TRUE,0.6950412061996758,TRUE
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,no,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,yes,0,10,10,10,1.5,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.06000322476029396,FALSE
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,4,3,5,1,5,2,0,no,2,15,15,16,3,TRUE,4,2,Moderate to long study,Frequent,0.24848248696604014,FALSE,0.4877060519065708,FALSE
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,0,yes,5,10,11,11,2,FALSE,4,5,Moderate to long study,Infrequent,0.1288833835874526,FALSE,0.20850782585330307,FALSE
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,no,yes,no,no,yes,no,no,4,4,4,1,3,1,0,yes,2,12,12,12,2,FALSE,4,2,Moderate to long study,Frequent,0.24848248696604014,FALSE,0.3261246560141444,FALSE
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,no,yes,no,yes,yes,yes,no,5,3,2,1,2,3,0,no,20,10,10,10,1.5,FALSE,5,20,Light study,Infrequent,0.3402661366621247,FALSE,0.35728003387339413,FALSE
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,no,yes,yes,no,yes,yes,no,5,3,5,1,1,5,0,yes,6,12,12,12,1,FALSE,5,6,Moderate to long study,Frequent,0.22701846182595356,FALSE,0.5360289462842047,TRUE
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,no,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,1,yes,21,9,9,8,3.5,TRUE,4,21,Moderate to long study,Infrequent,0.3173362488689142,FALSE,0.9144385103136301,TRUE
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,no,yes,no,yes,yes,yes,no,2,3,3,2,2,4,2,yes,4,9,9,10,2,FALSE,2,4,Moderate to long study,Infrequent,0.2363126905556497,FALSE,0.026876055635511875,FALSE
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,0,yes,7,12,14,14,1,FALSE,1,7,Moderate to long study,Infrequent,0.36502057250058406,FALSE,0.4737240453250706,FALSE
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,no,yes,no,yes,yes,no,no,4,3,2,1,4,5,0,yes,4,10,11,12,2.5,TRUE,4,4,Light study,Infrequent,0.19746291016142642,FALSE,0.6239130115136504,TRUE
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,no,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,yes,3,9,10,10,1,FALSE,4,3,Moderate to long study,Infrequent,0.11365171966598467,FALSE,0.17588252085261047,FALSE
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,0,yes,7,10,10,10,1.5,FALSE,4,7,Moderate to long study,Infrequent,0.14582056272375604,FALSE,0.7504833280108869,TRUE
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,no,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,0,yes,14,12,12,12,4.5,TRUE,5,14,Moderate to long study,Frequent,0.7592533214051156,TRUE,0.8652180540375412,TRUE
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,yes,0,12,13,14,1,FALSE,3,0,Moderate to long study,Frequent,0.3004581703734769,FALSE,0.20143255102448165,FALSE
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,0,yes,12,9,9,10,3,TRUE,4,12,Moderate to long study,Frequent,0.7939762257884255,TRUE,0.47329181316308677,FALSE
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,no,yes,no,yes,yes,no,no,5,2,1,1,2,3,0,yes,9,10,10,10,1.5,FALSE,5,9,Light study,Infrequent,0.1901282176738823,FALSE,0.5043443362228572,TRUE
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,0,yes,2,14,16,15,2,FALSE,4,2,Moderate to long study,Frequent,0.24848248696604014,FALSE,0.45354727865196764,FALSE
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,1,yes,19,8,8,7,3,TRUE,3,19,Moderate to long study,Frequent,0.6258292801628341,TRUE,0.0925569380633533,FALSE
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,no,yes,no,yes,yes,yes,no,3,2,4,2,4,4,0,yes,12,8,8,9,3,TRUE,3,12,Moderate to long study,Frequent,0.8445706484549226,TRUE,0.4035944305360317,FALSE
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,no,yes,no,yes,yes,no,no,3,3,3,1,4,3,0,yes,4,10,10,10,2.5,TRUE,3,4,Light study,Infrequent,0.26942953784783824,FALSE,0.46378277568146586,FALSE
